店铺id,店铺名,评论总数,人均价格,标签1,标签2,详情链接,图片链接,店铺总分
H7Nut2NMrhy2Z3jA,KIKININI私奢甜品旗舰店,80条评价,￥55,甜品,新村十区餐饮一条街,https://www.dianping.com/shop/H7Nut2NMrhy2Z3jA,http://p1.meituan.net/biztone/0707c1eaa2c096d0484a3d22555fedc9474370.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
l8kTfgAdsWEYtuI1,纯手工制作冰淇淋,-,￥14,冰淇淋,东方玫瑰园,https://www.dianping.com/shop/l8kTfgAdsWEYtuI1,https://p0.meituan.net/biztone/e3aa3c391c1789380ee3d8202bd494bc61831.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
k4oCKe2LwmoR6fNV,大庆红宝石冰淇淋有限公司,15条评价,￥0,冰淇淋,龙凤区,https://www.dianping.com/shop/k4oCKe2LwmoR6fNV,http://p0.meituan.net/deal/368959337c422a1ef6ab37438aea5e20156508.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
lallKmEMV75bhJBy,小狮同学冰淇淋(大庆龙凤四中店),1条评价,￥9,冰淇淋,大庆东站,https://www.dianping.com/shop/lallKmEMV75bhJBy,http://p0.meituan.net/poipicadd/3df04baf18d18a791bc5340d12a0f001308559.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
k806JktSWykY1zyn,冰同学冰淇淋零食,2条评价,￥0,冰淇淋,石油大学,https://www.dianping.com/shop/k806JktSWykY1zyn,https://p0.meituan.net/biztone/4962fcbed8d5c51284877c29cea61736570429.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
G9LmHqwHlm7YF1K5,茶爱冰雪 冰淇淋· 酸奶&奶昔,11条评价,￥8,冰淇淋,沃尔玛,https://www.dianping.com/shop/G9LmHqwHlm7YF1K5,http://p0.meituan.net/poipicadd/0195ceae40bee31764acd2851e29d7fa171856.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
l7ChJRDx9Gj35tUx,国王冰室·奥林匹斯店(联想科技城店),739条评价,￥49,甜品,联想科技城,https://www.dianping.com/shop/l7ChJRDx9Gj35tUx,http://p0.meituan.net/biztone/99557925_1682687115552.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
l8ruysbBw9YVG6Bj,冰客雪糕店,-,￥21,冰淇淋,北环大街,https://www.dianping.com/shop/l8ruysbBw9YVG6Bj,https://p0.meituan.net/biztone/00161b89de327bcb4b69d6fa23c698351381104.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
l2srMy2naV4oWG4M,特特冰淇凌(联想科技城店),4条评价,￥18,冰淇淋,联想科技城,https://www.dianping.com/shop/l2srMy2naV4oWG4M,http://p1.meituan.net/xianfu/b2f750f219df84d808ecd4d9527162b9205511.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
H6NGE7SGsOGSmsze,223ICELAND,25条评价,￥34,冰淇淋,石油大学,https://www.dianping.com/shop/H6NGE7SGsOGSmsze,https://p0.meituan.net/poiugc/375fce1c93569a170221e79749c63a5a218620.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
l8pWSc1jFmIttdWC,蜜雪冰城(红岗店),5条评价,￥7,冰淇淋,红岗区,https://www.dianping.com/shop/l8pWSc1jFmIttdWC,http://p0.meituan.net/bizgateway/84add0ee1551f1a2570af5b9e62222ee115524.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
GaNQQhoJ6fLAuuMY,JIDENAI几分爱0度潮品冰淇淋,-,￥11,茶饮果汁,新站镇,https://www.dianping.com/shop/GaNQQhoJ6fLAuuMY,http://p1.meituan.net/merchant/dc006947c31e780afe7046b6ee9b13fc253367.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
i9dB6e32szHUGGHN,小姑娘冰淇淋快餐(澳门大街店),2条评价,￥0,冰淇淋,肇源县中心城区,https://www.dianping.com/shop/i9dB6e32szHUGGHN,http://p1.meituan.net/poipicadd/6423c1b9baf0f5660522d344f0efead8137399.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
inqyZvqLLsJjh5yL,艾轻甜·木糖醇生日蛋糕·动物奶油冰淇淋(大庆店),-,￥0,冰淇淋,龙凤区,https://www.dianping.com/shop/inqyZvqLLsJjh5yL,https://img.meituan.net/content/e0cbd4ca1363fc757d2a59c556bed35487872.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
l8dN6wvNlMXnTm6r,露心心冰淇淋批发(银河太阳城店),1条评价,￥16,冰淇淋,联想科技城,https://www.dianping.com/shop/l8dN6wvNlMXnTm6r,http://p0.meituan.net/poipicadd/758373184e82c4ccf238a7f926c7cc5d95006.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.0
kaZkLPO15IgfYeJL,杨家冰糕,-,￥0,冰淇淋,肇州县,https://www.dianping.com/shop/kaZkLPO15IgfYeJL,http://p1.meituan.net/poipicadd/8bf98b2a6534745364463b1f0c2f2df8227007.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
l7zZg5OBAmJCjP0y,DF冰淇淋的茶(美萱饮品店),-,￥16,茶饮果汁,万城华府,https://www.dianping.com/shop/l7zZg5OBAmJCjP0y,http://p0.meituan.net/poipicadd/9d8e8ddbb6f0916ff2d2f298ba672a32228038.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
GaiLJT8UNFxRX5YN,周丫丫冰淇淋批发2店,-,￥0,冰淇淋,学伟鑫城,https://www.dianping.com/shop/GaiLJT8UNFxRX5YN,http://p0.meituan.net/poipicadd/925d63eb99f4257abf9853751ec7d84097241.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
l18DrlB9XIrmydLq,冰了个冰雪糕铺子,6条评价,￥32,冰淇淋,乘风庄,https://www.dianping.com/shop/l18DrlB9XIrmydLq,http://p0.meituan.net/poipicadd/cab609dfe163147918c4a1184385a78861011.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.0
l7GrvWlJLndxkUZ7,MORNINGCHEN早晨(联想科技城店),251条评价,￥28,甜品,联想科技城,https://www.dianping.com/shop/l7GrvWlJLndxkUZ7,https://p0.meituan.net/biztone/102d3273cbba4744075039440f35749d624892.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
l8Gm5qOXqu6htWj7,冰之恋雪糕店,15条评价,￥14,冰淇淋,东城领秀,https://www.dianping.com/shop/l8Gm5qOXqu6htWj7,http://p0.meituan.net/merchant/88d37a98a0f88b98beb3295870b294f3361226.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
l5SlmJm25d7IWuhN,露心冰淇淋批发(黎明小区店),2条评价,￥0,冰淇淋,新村十区餐饮一条街,https://www.dianping.com/shop/l5SlmJm25d7IWuhN,http://qcloud.dpfile.com/pc/9btqK0yCmcnpSTxfS8aXgLuR_tPtMRI31eFjB2ybjRX-U8Qa0LzrmFRWfoGU7bVcbKcq9vnEaGy3xLEf-_v_oA.jpg,3.5
G5ojLbq8wO4DYILe,庆堃雪糕(肇源店),1条评价,￥10,冰淇淋,肇源县中心城区,https://www.dianping.com/shop/G5ojLbq8wO4DYILe,https://p0.meituan.net/biztone/54e5aac5218628857de1492f36bd9dfa707193.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
G1tVu4QjHvDJGynr,冰雪时光(肇州新世纪商城店),24条评价,￥7,茶饮果汁,肇州县中心城区,https://www.dianping.com/shop/G1tVu4QjHvDJGynr,https://img.meituan.net/content/72300d7d34d2c292350fec03332a9c6059006.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
H9RYqjBOwSVyTRVc,麦当劳(万达餐厅),198条评价,￥22,西式快餐,万达广场,https://www.dianping.com/shop/H9RYqjBOwSVyTRVc,https://img.meituan.net/content/641681971035e5f101fce48348cad9dc164377.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
E4YZiGQNeKxpOuPI,蜜雪冰城(东油三食堂店),29条评价,￥7,冰淇淋,石油大学,https://www.dianping.com/shop/E4YZiGQNeKxpOuPI,https://img.meituan.net/content/7c09cb50827b4a5faf3c0b776c39d593167846.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
H4mlmJdHey0qwQLM,甜蜜冰城饮品,-,￥0,冰淇淋,松雷商场,https://www.dianping.com/shop/H4mlmJdHey0qwQLM,http://p1.meituan.net/merchant/948a32ae02af36e59cfa1799dcfa5bc057878.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
k5Raei9kKrrNMjV0,冰之恋饮吧,53条评价,￥16,冰淇淋,远望开发区,https://www.dianping.com/shop/k5Raei9kKrrNMjV0,http://p0.meituan.net/deal/df4e45009099ef3eb6b74f62e16070d262218.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
l2ABULKxxqokeW0T,蜜雪冰城(广厦店),30条评价,￥6,冰淇淋,新天问,https://www.dianping.com/shop/l2ABULKxxqokeW0T,https://img.meituan.net/content/7c09cb50827b4a5faf3c0b776c39d593167846.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
G32AnHC9V9QWaw8w,谢家老味勺冰糕,-,￥17,冰淇淋,东环大街,https://www.dianping.com/shop/G32AnHC9V9QWaw8w,http://p0.meituan.net/mogu/621bb423827bf6b1dffd21a3e86632ff878670.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
k6E74hTAje5hq6ii,冰分爽雪糕店,1条评价,￥0,冰淇淋,万宝广场,https://www.dianping.com/shop/k6E74hTAje5hq6ii,http://p0.meituan.net/poipicadd/4fabdaf6cbfba2589c7178ed78f93d52141815.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
laHlg5AyZ1lpJBtH,蜜雪冰城(学府新城店),35条评价,￥8,茶饮果汁,肇州县,https://www.dianping.com/shop/laHlg5AyZ1lpJBtH,https://img.meituan.net/content/7c09cb50827b4a5faf3c0b776c39d593167846.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
FYEJ2HQ51qHIJfbL,乐美滋(世奥店),31条评价,￥24,面包烘焙,铁人广场/大庆一中,https://www.dianping.com/shop/FYEJ2HQ51qHIJfbL,https://p0.meituan.net/biztone/19904ef70b5d8568345e49a39307f02f603490.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
laxsM24Yl7oEBrcY,庆堃雪糕店,2条评价,￥13,冰淇淋,杜尔伯特蒙古族自治县,https://www.dianping.com/shop/laxsM24Yl7oEBrcY,http://p1.meituan.net/poipicadd/9535e650086b9eb3948b490514dfee59443153.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
