店铺id,店铺名,评论总数,人均价格,标签1,标签2,详情链接,图片链接,店铺总分
HaItemQcvWarUqUN,泰国网红手工冰淇淋,-,￥0,冰品,鼓浪屿,https://www.dianping.com/shop/HaItemQcvWarUqUN,http://p1.meituan.net/searchscenerec/268fcf0cf9da6ee9de81082cd414d859167595.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
H5e3YkcB3VHw3eEy,波比艾斯(厦门翔安闽篮里甜品站),10条评价,￥15,冰品,马巷,https://www.dianping.com/shop/H5e3YkcB3VHw3eEy,https://img.meituan.net/content/9b9b7a1d5bbd8e5839b0e497b413050e112599.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
H8dNgFarryHFWGbO,冰箱不关·古早一碗冰(故宫路店),84条评价,￥13,冰品,思北路口,https://www.dianping.com/shop/H8dNgFarryHFWGbO,http://qcloud.dpfile.com/pc/TSfd3qNoeolFTyoQRrauko9wm2KcDr4iuwtNWl-yRbzEdoxiutxyE8UKBQVpTR7zbKcq9vnEaGy3xLEf-_v_oA.jpg,4.0
k1k8jzKXy6mBiZJS,BUTTON CONNECTION,416条评价,￥53,咖啡厅,中山公园,https://www.dianping.com/shop/k1k8jzKXy6mBiZJS,https://p0.meituan.net/biztone/aa75f17380777c5fc99f36014fd95a4b450511.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
la2sDy1iU4jCvkcz,肯德基(环岛东路二店),120条评价,￥35,西式快餐,五缘湾,https://www.dianping.com/shop/la2sDy1iU4jCvkcz,https://img.meituan.net/content/0e35568513be996f4b936df7a92307de114434.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
l9QARFNqOAYojM3P,慕乐良社·别墅咖啡·西餐·音乐Live小酒馆(露天花园...,1066条评价,￥65,西餐,思北路口,https://www.dianping.com/shop/l9QARFNqOAYojM3P,https://p0.meituan.net/biztone/88bcd681f1fdd0280775a8193c6e273f875859.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
l66nIFkz83zEkGnN,可欣冰淇淋冻品批发,-,￥0,购物,同安区,https://www.dianping.com/shop/l66nIFkz83zEkGnN,http://p0.meituan.net/poipicadd/2e84b25c1234b9128841ce17265114c4126129.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
H9SRBpSAQkbCTsxZ,默迹咖啡馆,4412条评价,￥52,咖啡厅,市政府,https://www.dianping.com/shop/H9SRBpSAQkbCTsxZ,http://p0.meituan.net/merchant/a3269d47a94f9e97aba79850c73716e11469951.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
l42hcTTqqq3sGtyR,芙気泡芙(集美银泰百货店),6条评价,￥16,甜品,孙厝新华都,https://www.dianping.com/shop/l42hcTTqqq3sGtyR,https://p0.meituan.net/biztone/0351cd0f93ecc50bde4268f59d9fff58351440.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
l5R62tlKy65IVsU4,鮨政·Omakase(厦门万象城店),946条评价,￥225,日本料理,禾祥东路沿线,https://www.dianping.com/shop/l5R62tlKy65IVsU4,http://p0.meituan.net/merchant/a319ddfd2725a4a67971b82a9e1fe06b21463.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
