店铺id,店铺名,评论总数,人均价格,标签1,标签2,详情链接,图片链接,店铺总分
G2cClZalAMNyFsb6,ROZO漾花汐·山下(狮山龙湖店),1096条评价,￥119,西餐,龙湖狮山天街商场,https://www.dianping.com/shop/G2cClZalAMNyFsb6,http://p0.meituan.net/biztone/1622387805_1710516541463.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
k9JpAxLBSZcOgOKM,舶来 Coffee·Restaurants(环太湖店),3014条评价,￥93,创意菜,吴中区,https://www.dianping.com/shop/k9JpAxLBSZcOgOKM,http://p0.meituan.net/biztone/1648125059_1640450233674.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
H1utf7yX2wZgt5pX,米糯糯·minono·大福冰淇淋(狮山龙湖店),1931条评价,￥27,冰淇淋,龙湖狮山天街商场,https://www.dianping.com/shop/H1utf7yX2wZgt5pX,https://p0.meituan.net/biztone/bd9d0cf7a18ce262a3538cd2b3d13878230271.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
H72ahOMJDhqVMXFx,Gelato in FILAB,251条评价,￥34,冰淇淋,十全街/凤凰街,https://www.dianping.com/shop/H72ahOMJDhqVMXFx,https://p0.meituan.net/poiugc/77d209e96cfafe83b7b3f6c58b193e16116075.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
H6wcS5Mp0E5t2gcr,DQ·蛋糕·冰淇淋(万象汇店),157条评价,￥23,冰淇淋,前进路,https://www.dianping.com/shop/H6wcS5Mp0E5t2gcr,https://p0.meituan.net/biztone/f029ea04b97a3e9664b9b9dd51e7716051179.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
k5uwwnig9sKzqQKU,VENCHI 闻绮(苏州中心店),1229条评价,￥68,甜品,东方之门/湖滨新天地,https://www.dianping.com/shop/k5uwwnig9sKzqQKU,https://img.meituan.net/content/e0b634cf810021b17c0cd12a17d767171876243.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
H9XtalSZVd1zMYpJ,Haddock·gelato冰淇淋·巧克力(昆山万象汇店),662条评价,￥34,冰淇淋,前进路,https://www.dianping.com/shop/H9XtalSZVd1zMYpJ,https://p0.meituan.net/biztone/50902233f2d36560dafd42f13c69cf9c130128.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
l8HzjpRcytlr3Wrt,fufuland·生乳舒芙蕾(吴江·万象汇店),642条评价,￥25,甜品,万象汇,https://www.dianping.com/shop/l8HzjpRcytlr3Wrt,https://img.meituan.net/content/e6257dd961ac77509a1fdc9939ca176b263860.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
jskDUtqTn7blWRK8,井泽冰甜(苏州湾歌林公园店),182条评价,￥25,甜品,天鹅荡路,https://www.dianping.com/shop/jskDUtqTn7blWRK8,http://p1.meituan.net/merchant/ca3f792480d5949d1e0b079b1abf9aa6335625.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
k2BYPOatlbMhAiJx,Doli gelato意大利手工冰淇淋(印象城店),275条评价,￥35,甜品,印象城购物中心,https://www.dianping.com/shop/k2BYPOatlbMhAiJx,https://p0.meituan.net/biztone/906127e032bde2043261c7a5ef784da885334.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
